animalLabel,animalDescription,speciesLabel,estudioLabel
Q11330720,,caballo,hipología
Q11330729,,caballo,hipología
Q11330750,,caballo,hipología
Behind the Mask,,caballo,hipología
Beautiful Dreamer,,caballo,hipología
Q11330964,,caballo,hipología
Believe,Japanese-bred Thoroughbred racehores,caballo,hipología
Biwa Takehide,race horse,caballo,hipología
Biwa Shinseiki,,caballo,hipología
Biwa Heidi,Japanese-bred Thoroughbred racehorse,caballo,hipología
Biwa Hayahide,Thoroughbred racehorse,caballo,hipología
Bingo Garoo,Thoroughbred racehorse,caballo,hipología
Beat Black,,caballo,hipología
Q11331167,,caballo,hipología
Q11331178,,caballo,hipología
Q11331191,,caballo,hipología
Picaresque Coat,,caballo,hipología
Pink Cameo,,caballo,hipología
Pivotal,horse,caballo,hipología
Q11331732,,caballo,hipología
Q11331863,,caballo,hipología
Final Form,,caballo,hipología
Fine Grain,,caballo,hipología
Fine Motion,race horse,caballo,hipología
Q11331967,,caballo,hipología
Q11331968,,caballo,hipología
Fabulous la Fouine,,caballo,hipología
Faridat,"American-bred, Japanese-trained Thoroughbred acehorse",caballo,hipología
Q11332155,,caballo,hipología
Q11332170,,caballo,hipología
Q11332208,,caballo,hipología
Fantast,Thoroughbred racehorse,caballo,hipología
Q11332314,,caballo,hipología
First Defence,,caballo,hipología
Q11332400,,caballo,hipología
Fifth Petal,,caballo,hipología
Q11332455,,caballo,hipología
Field Rouge,,caballo,hipología
Q11332589,,caballo,hipología
Fairy King Prawn,race horse,caballo,hipología
Fairy Bridge,horse,caballo,hipología
Fateful War,,caballo,hipología
Federalist,famous horse,caballo,hipología
Phoenix Tower,,caballo,hipología
Fenomeno,race horse,caballo,hipología
Q11332707,,caballo,hipología
Q11332796,,caballo,hipología
Q11332797,,caballo,hipología
Q11332803,,caballo,hipología
Forgettable,,caballo,hipología
Q11332818,,caballo,hipología
Fortino,,caballo,hipología
Forli,horse,caballo,hipología
Q11333060,,caballo,hipología
Q11333074,,caballo,hipología
Q11333075,,caballo,hipología
Fusaichi Concorde,Thoroughbred racehorse,caballo,hipología
Q11333077,,caballo,hipología
Q11333079,,caballo,hipología
Fusaichi Zenon,,caballo,hipología
Fusaichi Sonic,Thoroughbred racehorse,caballo,hipología
Fusaichi Pandora,Japanese-bred Thoroughbred racehorse,caballo,hipología
Fusaichi Ho O,,caballo,hipología
Fusaichi Richard,,caballo,hipología
Q11333100,,caballo,hipología
Fuji Kiseki,Japanese-bred Thoroughbred racehorse,caballo,hipología
Fujino Wave,,caballo,hipología
Q11333260,,caballo,hipología
Q11333261,,caballo,hipología
Q11333262,,caballo,hipología
Q11333264,,caballo,hipología
Q11333265,,caballo,hipología
Fuji Madonna,Thoroughbred racehorse,caballo,hipología
Q11333297,,caballo,hipología
Fumino Imagine,Thoroughbred racehorse,caballo,hipología
Q11333400,,caballo,hipología
Q11333465,,caballo,hipología
Flamme De Passion,Japanese-bred Thoroughbred racehorse,caballo,hipología
Flower Park,Thoroughbred racehorse,caballo,hipología
Q11333758,,caballo,hipología
Frizette,,caballo,hipología
Flippancy,a horse,caballo,hipología
Q11333852,,caballo,hipología
Q11333853,,caballo,hipología
Q11334021,,caballo,hipología
French Deputy,Thoroughbred racehorse,caballo,hipología
Q11334081,,caballo,hipología
Q11334107,,caballo,hipología
Q11334108,,caballo,hipología
Frost Giant,horse,caballo,hipología
Florizel,,caballo,hipología
Hooh Why,,caballo,hipología
Q11334335,,caballo,hipología
Bushranger,Irish-bred Thoroughbred racehorse,caballo,hipología
Q11334416,,caballo,hipología
Q11334447,,caballo,hipología
Black Emblem,,caballo,hipología
Black Cross,Thoroughbred racehorse,caballo,hipología
Black Shell,Japanese-bred Thoroughbred racehorse,caballo,hipología
Black Tide,Japanese-bred Thoroughbred racehorse,caballo,hipología
Black Tuxedo,,caballo,hipología
Black Bar Spin,,caballo,hipología
Black Hawk,1990s racehorse,caballo,hipología
Blandices,,caballo,hipología
Q11334680,,caballo,hipología
Q11334787,,caballo,hipología
Blue Concorde,Thoroughbred racehorse,caballo,hipología
Blue Delight,,caballo,hipología
Q11334957,,caballo,hipología
Q11334962,,caballo,hipología
Blumenblatt,,caballo,hipología
Q11335020,,caballo,hipología
Q11335023,,caballo,hipología
Blaze,horse,caballo,hipología
Bravest Roman,,caballo,hipología
Brocade,Thoroughbred racehorse,caballo,hipología
Broad Appeal,Japanese Thoroughbred racehorse,caballo,hipología
Q11335180,,caballo,hipología
Q11335194,,caballo,hipología
Prime Stage,,caballo,hipología
Proud Citizen,Thoroughbred racehorse,caballo,hipología
Proud Spell,American-bred Thoroughbred racehorse,caballo,hipología
Precise End,,caballo,hipología
Q11335585,,caballo,hipología
Pretty Cast,,caballo,hipología
Primero,,caballo,hipología
Q11335654,,caballo,hipología
Princely Gift,British-bred Thoroughbred racehorse,caballo,hipología
Q11335825,,caballo,hipología
Pleasant Colony,horse,caballo,hipología
Precious Cafe,,caballo,hipología
Q11335853,,caballo,hipología
Q11335855,,caballo,hipología
Presvis,British-bred Thoroughbred racehorse,caballo,hipología
Q11335935,,caballo,hipología
Proportional,race horse,caballo,hipología
Q11336351,,caballo,hipología
Q11336395,,caballo,hipología
Q11336430,,caballo,hipología
Hennessy,horse,caballo,hipología
Heavenly Prize,American Thoroughbred racehorse,caballo,hipología
Q11336735,,caballo,hipología
Q11336808,,caballo,hipología
Vega,horse,caballo,hipología
Q11336842,,caballo,hipología
Q11336872,,caballo,hipología
Best Tie Up,Thoroughbred racehorse,caballo,hipología
Q11336890,,caballo,hipología
Q11336895,,caballo,hipología
Q11336908,,caballo,hipología
Best Member,Thoroughbred racehorse,caballo,hipología
Bella Rheia,Thoroughbred racehorse,caballo,hipología
Bellini,,caballo,hipología
Beningbrough,horse,caballo,hipología
Q11337044,,caballo,hipología
Q11337066,,caballo,hipología
Bel Bolide,,caballo,hipología
Q11337163,,caballo,hipología
Q11337174,,caballo,hipología
Q11337268,,caballo,hipología
Bering,horse,caballo,hipología
Pay the Butler,American-bred Thoroughbred racehorse,caballo,hipología
Papal Bull,British-bred Thoroughbred racehorse,caballo,hipología
Paper Rain,,caballo,hipología
Painted Black,,caballo,hipología
Pelusa,male horse,caballo,hipología
Q11337628,,caballo,hipología
Q11337629,,caballo,hipología
Q11337635,,caballo,hipología
Whale Capture,,caballo,hipología
Q11337646,,caballo,hipología
Hokuto Sultan,Thoroughbred racehorse,caballo,hipología
Q11337653,,caballo,hipología
Q11337654,,caballo,hipología
Hokuto Vega,American thoroughbred racehorse,caballo,hipología
Q11337656,,caballo,hipología
Q11337657,,caballo,hipología
Q11337687,,caballo,hipología
Q11337745,,caballo,hipología
Q11337749,,caballo,hipología
Hokko Tarumae,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11337754,,caballo,hipología
Q11337770,,caballo,hipología
Hobgoblin,horse,caballo,hipología
Q11337995,,caballo,hipología
Q11337996,,caballo,hipología
Horiemon,,caballo,hipología
Horisky,Thoroughbred racehorse,caballo,hipología
Q11338110,,caballo,hipología
White Narubi,,caballo,hipología
Q11338117,,caballo,hipología
White Vessel,Japanese-bred Thoroughbred racehorse,caballo,hipología
White Muzzle,british-bred Thoroughbred racehorse,caballo,hipología
White Melody,,caballo,hipología
Q11338131,,caballo,hipología
Q11338465,,caballo,hipología
Q11338612,,caballo,hipología
Q11338660,,caballo,hipología
Q11338681,,caballo,hipología
Bolton Starling,horse,caballo,hipología
Q11338810,,caballo,hipología
Bonneville Record,Thoroughbred racehorse,caballo,hipología
Q11338917,,caballo,hipología
Born King,,caballo,hipología
Q11339131,,caballo,hipología
Polish Precedent,,caballo,hipología
Portofino,,caballo,hipología
Q11339370,,caballo,hipología
My Emblem,Thoroughbred racehorse,caballo,hipología
Q11339696,,caballo,hipología
My Swallow,Irish-bred Thoroughbred racehorse,caballo,hipología
My Sole Sound,Thoroughbred racehorse,caballo,hipología
Q11339718,,caballo,hipología
Meine Isabel,,caballo,hipología
Meine Canna,,caballo,hipología
Meine Nouvelle,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11339753,,caballo,hipología
Q11339754,,caballo,hipología
Q11339755,,caballo,hipología
Q11339756,,caballo,hipología
Q11339757,,caballo,hipología
Q11339758,,caballo,hipología
Meiner Select,Thoroughbred racehorse,caballo,hipología
Q11339760,,caballo,hipología
Q11339761,,caballo,hipología
Q11339762,,caballo,hipología
Meiner Vintage,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11339764,,caballo,hipología
Q11339765,,caballo,hipología
Meiner Love,,caballo,hipología
Q11339767,,caballo,hipología
Q11339768,,caballo,hipología
Q11339769,,caballo,hipología
Maillot Jaune,Thoroughbred racehorse,caballo,hipología
Q11339808,,caballo,hipología
Q11339880,,caballo,hipología
Mount Nelson,Thoroughbred racehorse,caballo,hipología
Q11339909,,caballo,hipología
Q11339953,,caballo,hipología
Makihata Cyborg,,caballo,hipología
Q11339969,,caballo,hipología
Q11340051,,caballo,hipología
Magnitude,racehorse,caballo,hipología
Q11340054,,caballo,hipología
Q11340100,,caballo,hipología
Q11340118,,caballo,hipología
Q11340120,,caballo,hipología
Majesty Bio,,caballo,hipología
Majin Prosper,Japanese-bred Thoroughbred racehorse,caballo,hipología
Musket,British-bred Thoroughbred racehorse,caballo,hipología
Q11340381,,caballo,hipología
Q11340383,,caballo,hipología
Q11340384,,caballo,hipología
Matikane Tannhäuser,Thoroughbred racehorse,caballo,hipología
Machikanewaraukado,Thoroughbred racehorse,caballo,hipología
Matikanefukukitaru,Thoroughbred racehorse,caballo,hipología
Q11340425,,caballo,hipología
Max Beauty,,caballo,hipología
Q11340445,,caballo,hipología
Match II,French-bred Thoroughbred racehorse,caballo,hipología
Q11340544,,caballo,hipología
Matsumidori,,caballo,hipología
Matsurida Gogh,Japanese-bred thoroughbred racehorse,caballo,hipología
Q11340635,,caballo,hipología
Q11340901,,caballo,hipología
Q11340928,,caballo,hipología
Maraahel,,caballo,hipología
Q11341050,,caballo,hipología
Malibu Moon,American-bred Thoroughbred racehorse,caballo,hipología
Q11341143,,caballo,hipología
Q11341145,,caballo,hipología
Q11341146,,caballo,hipología
Q11341206,,caballo,hipología
Q11341208,,caballo,hipología
Q11341209,,caballo,hipología
Marchand de Sable,,caballo,hipología
Q11341294,,caballo,hipología
Marcellina,racehorse,caballo,hipología
Maruzensky,Thoroughbred racehorse,caballo,hipología
Q11341318,,caballo,hipología
Q11341324,,caballo,hipología
Q11341431,,caballo,hipología
Q11341432,,caballo,hipología
Man of Purser,,caballo,hipología
Manshood,,caballo,hipología
Manhattan Cafe,Japanese-bred Thoroughbred racehorse,caballo,hipología
Manhattan Sky,Thoroughbred racehorse,caballo,hipología
Manfath,,caballo,hipología
Q11341657,,caballo,hipología
Marsh Side,,caballo,hipología
Q11341770,,caballo,hipología
Marvelous Kaiser,Thoroughbred racehorse,caballo,hipología
Marvelous Crown,Japanese-bred Thoroughbred racehorse,caballo,hipología
Marvelous Sunday,Japanese Thoroughbred racehorse,caballo,hipología
Q11341811,,caballo,hipología
Q11341976,,caballo,hipología
Mythic Tribe,,caballo,hipología
Q11342005,,caballo,hipología
Q11342006,,caballo,hipología
Miss Carmie,,caballo,hipología
Miscast,,caballo,hipología
Mr C B,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11342022,,caballo,hipología
Q11342025,,caballo,hipología
Q11342026,,caballo,hipología
Q11342031,,caballo,hipología
Q11342035,,caballo,hipología
Mystical,Indian Thoroughbred racehorse,caballo,hipología
Q11342091,,caballo,hipología
Miss Marumichi,Thoroughbred racehorse,caballo,hipología
Q11342182,,caballo,hipología
Midsummer Fair,,caballo,hipología
Q11342250,,caballo,hipología
Q11342269,,caballo,hipología
Q11342270,,caballo,hipología
Q11342279,,caballo,hipología
Minagawa Manna,Thoroughbred racehorse,caballo,hipología
Minami Homare,,caballo,hipología
Minardi,American-bred Thoroughbred racehorse,caballo,hipología
Minoru,Japanese Thoroughbred racehorse,caballo,hipología
Q11342486,,caballo,hipología
Q11342488,,caballo,hipología
Miho Shinzan,Thoroughbred racehorse,caballo,hipología
Mihono Bourbon,Thoroughbred racehorse,caballo,hipología
Miyashiro Bourbon,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11342567,,caballo,hipología
Miyabi Ranveli,,caballo,hipología
Q11342593,,caballo,hipología
Mira,,caballo,hipología
Miracle Admire,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11342794,,caballo,hipología
Miracle Legend,,caballo,hipología
Q11342871,,caballo,hipología
Mill George,American thoroughbred racehorse,caballo,hipología
Q11342969,,caballo,hipología
Mincio,,caballo,hipología
Q11343068,,caballo,hipología
Q11343087,,caballo,hipología
Mutafaweq,horse,caballo,hipología
Q11343121,,caballo,hipología
Mtoto,British Thoroughbred racehorse,caballo,hipología
Q11343230,,caballo,hipología
Q11343231,,caballo,hipología
Q11343234,,caballo,hipología
Q11343256,,caballo,hipología
Moonlit Girl,,caballo,hipología
Q11343342,,caballo,hipología
Meisho Kaido,Thoroughbred racehorse,caballo,hipología
Q11343349,,caballo,hipología
Meisho Qualia,Thoroughbred racehorse,caballo,hipología
Meisho Doto,Thoroughbred racehorse,caballo,hipología
Q11343352,,caballo,hipología
Q11343353,,caballo,hipología
Q11343354,,caballo,hipología
Q11343355,,caballo,hipología
Meisho Bowler,,caballo,hipología
Meisho Mambo,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11343358,,caballo,hipología
Q11343363,,caballo,hipología
Meisei Opera,Japanese Thoroughbred racehorse,caballo,hipología
Q11343368,,caballo,hipología
Q11343410,,caballo,hipología
Q11343421,,caballo,hipología
Q11343475,,caballo,hipología
Q11343563,,caballo,hipología
Mejiro Asama,,caballo,hipología
Mejiro Ardan,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11343603,,caballo,hipología
Q11343604,,caballo,hipología
Q11343606,,caballo,hipología
Mejiro Titan,Thoroughbred racehorse,caballo,hipología
Q11343608,,caballo,hipología
Mejiro Palmer,Japanese-bred Thoroughbred racehorse,caballo,hipología
Mejiro Dober,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11343611,,caballo,hipología
Q11343612,,caballo,hipología
Mejiro Bright,Japanese-bred Thoroughbred racehorse,caballo,hipología
Mejiro Basinger,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11343615,,caballo,hipología
Q11343616,,caballo,hipología
Q11343617,,caballo,hipología
Q11343618,,caballo,hipología
Q11343619,,caballo,hipología
Q11343620,,caballo,hipología
Mejiro Ryan,Japanese race horse,caballo,hipología
Mejiro Ramonu,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11343623,,caballo,hipología
Q11343624,,caballo,hipología
Q11343625,,caballo,hipología
Q11343901,,caballo,hipología
Q11344028,,caballo,hipología
Q11344070,,caballo,hipología
Q11344071,,caballo,hipología
Q11344073,,caballo,hipología
Q11344074,,caballo,hipología
Q11344076,,caballo,hipología
Mendez,French Thoroughbred racehorse and sire,caballo,hipología
Mogami,,caballo,hipología
Mossborough,,caballo,hipología
Motivator,British-bred Thoroughbred racehorse,caballo,hipología
Q11344617,,caballo,hipología
Q11344636,,caballo,hipología
Q11344740,,caballo,hipología
Q11344757,,caballo,hipología
Q11344758,,caballo,hipología
Montmartre,French-bred Thoroughbred racehorse,caballo,hipología
Yaeno Muteki,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11345023,,caballo,hipología
Q11345024,,caballo,hipología
Q11345112,,caballo,hipología
Q11345113,,caballo,hipología
Q11345173,,caballo,hipología
Q11345186,,caballo,hipología
Yamanin Appeal,Japanese racehorse,caballo,hipología
Q11345203,,caballo,hipología
Q11345204,,caballo,hipología
Q11345205,,caballo,hipología
Q11345206,,caballo,hipología
Yamanin Charade,,caballo,hipología
Yamanin Sucre,Thoroughbred racehorse,caballo,hipología
Yamaninsky,,caballo,hipología
Q11345210,,caballo,hipología
Yamanin Zephyr,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11345212,,caballo,hipología
Q11345213,,caballo,hipología
Q11345214,,caballo,hipología
Yamanin Merveilleux,Thoroughbred racehorse,caballo,hipología
Q11345216,,caballo,hipología
Q11345221,,caballo,hipología
Q11345223,,caballo,hipología
Yamapit,,caballo,hipología
Q11345340,,caballo,hipología
Yu Sensho,Japanese race horse,caballo,hipología
Q11345549,,caballo,hipología
Q11345552,,caballo,hipología
Yu Miroku,horse,caballo,hipología
Yukino Sunrise,Thoroughbred racehorse,caballo,hipología
Yukino Bijin,Japanese-bred Thoroughbred racehorse,caballo,hipología
Q11345570,,caballo,hipología
Ubiquitous,,caballo,hipología
Q11345782,,caballo,hipología
Q11345788,,caballo,hipología
Q11345916,,caballo,hipología
Utopia,,caballo,hipología
Q11345974,,caballo,hipología
Rising Flame,Thoroughbred racehorse,caballo,hipología
Rice Shower,Japanese Thoroughbred racehorse,caballo,hipología
Q11346406,,caballo,hipología
Q11346415,,caballo,hipología
Q11346457,,caballo,hipología
Q11346486,,caballo,hipología
Q11346555,,caballo,hipología
Rhein Kraft,Japanese Thoroughbred racehorse,caballo,hipología
